,pid,Player,Position,dob,Shoots,height,height_cm,weight,city,state,country
4868,jonssax01,Axel Jonsson-Fjallby,LW,1998-02-10,Left,6-0,183,185,Stockholm,Sweden,se
4869,joorijo01,Josh Jooris,C,1990-07-14,Right,6-1,185,198,Burlington,Ontario,ca
4870,jordami01,Michal Jordan,D,1990-07-17,Left,6-1,185,195,Zlin,Czechoslovakia,cs
4871,jordari01,Ric Jordan,D,1950-03-31,Left,6-3,190,200,Toronto,Ontario,ca
4872,jordery01,Ryan Jorde,D,1982-03-23,,,,,,,
4873,jorgma01,Mauro Jorg,LW,1990-04-29,,,,,,,
4874,josefja01,Jacob Josefson,C,1991-03-02,Left,6-0,183,196,Stockholm,Sweden,se
4875,josepch01,Chris Joseph,D,1969-09-10,Right,6-3,190,212,,,
4876,josepcu01,Curtis Joseph,G,1967-04-29,,5-11,180,193,Keswick,Ontario,ca
4877,josepma01,Mathieu Joseph,RW,1997-02-09,Left,6-1,185,190,Laval,Quebec,ca
4878,joseppi01,Pierre-Olivier Joseph,D,1999-07-01,Left,6-2,188,168,Laval,Quebec,ca
4879,josepto01,Tony Joseph,RW,1969-03-01,Right,6-4,193,203,Cornwall,Ontario,ca
4880,joseptr01,Troy Josephs,C,1994-05-09,Left,6-1,185,183,Whitby,Ontario,ca
4881,joshuda01,Dakota Joshua,C,1996-05-15,Left,6-1,185,182,Dearburn,Michigan,us
4882,josiro01,Roman Josi,D,1990-06-01,Left,6-1,185,201,Bern,Switzerland,ch
4883,joslide01,Derek Joslin,D,1987-03-17,Left,6-1,185,210,,,
4884,jostty01,Tyson Jost,C,1998-03-14,Left,5-11,180,187,,,
4885,joudran01,Andrew Joudrey,C,1984-07-15,Left,5-10,178,185,,,
4886,jovaned01,Ed Jovanovski,D,1976-06-26,Left,6-3,190,220,Windsor,Ontario,ca
4887,joyaled01,Eddie Joyal,C,1940-05-08,Left,6-0,183,178,Edmonton,Alberta,ca
4888,joycebo01,Bob Joyce,LW,1966-07-11,Left,6-0,183,195,,,
4889,joycedu01,Duane Joyce,D,1965-05-05,Right,6-2,188,203,Pembroke,Massachusetts,us
4890,juckebi01,Bing Juckes,LW,1926-06-14,Left,5-10,178,165,Hamiota,Manitoba,ca
4891,juhlipa01,Patrik Juhlin,LW,1970-04-24,Left,6-0,183,194,Huddinge,Sweden,se
4892,juliecl01,Claude Julien,D,1960-04-23,Right,6-0,183,198,,,
4893,juneajo01,Joe Juneau,C,1968-01-05,Left,6-0,183,195,,,
4894,jungto01,Torrie Jung,G,1989-01-21,,,,,,,
4895,junkest01,Steve Junker,LW,1972-06-26,Left,6-0,183,184,,,
4896,junkijo01,Joe Junkin,G,1946-09-08,,5-11,180,180,Lindsay,Ontario,ca
4897,junlajo01,Jonas Junland,D,1987-11-15,Left,6-2,188,200,Linkoping,Sweden,se
4898,juntuhe01,Henrik Juntunen,RW,1983-04-24,,,,,,,
4899,juoleol01,Olli Juolevi,D,1998-05-05,Left,6-2,188,182,Helsinki,Finland,fi
4900,jurcimi01,Milan Jurcina,D,1983-06-07,Right,6-4,193,251,,,
4901,jurcoto01,Tomas Jurco,RW,1992-12-28,Left,6-1,185,188,Kosice,Czechoslovakia,cs
4902,jurmojo01,Joni Jurmo,D,2002-04-19,Left,6-4,193,192,Espoo,Finland,fi
4903,justida01,Dan Justin,D,1955-02-12,Left,6-1,185,180,,,
4904,jutilti01,Timo Jutila,D,1963-12-24,Left,5-9,175,175,Tampere,Finland,fi
4905,juulsno01,Noah Juulsen,D,1997-04-02,Right,6-2,188,174,,,
4906,juutija01,Jan-Mikael Juutilainen,C,1988-01-05,,,,,,,
4907,juvonja01,Janne Juvonen,G,1994-10-03,,,,,,,
4908,juzdabi01,Bill Juzda,D,1920-10-29,Right,5-9,175,190,Winnipeg,Manitoba,ca
4909,jyrkkju01,Juha Jyrkkio,,,,,,,,,
4910,kaareja01,Jari Kaarela,G,1958-08-08,,5-10,178,165,Tampere,Finland,fi
4911,kaarima01,Matti Kaario,,,,,,,,,
4912,kabanal01,Alexander Kabanov,,1957-03-08,,,,,,,
4913,kabanki01,Kirill Kabanov,LW,1992-07-16,,,,,,,
4914,kabelbo01,Bob Kabel,C,1934-11-11,Right,6-0,183,183,Dauphin,Manitoba,ca
4915,kaberfr01,Frantisek Kaberle,D,1973-11-08,Left,6-0,183,190,Kladno,Czechoslovakia,cs
4916,kaberto01,Tomas Kaberle,D,1978-03-02,Left,6-1,185,212,Rakovnik,Czechoslovakia,cs
4917,kabluil01,Ilja Kablukov,C,1988-01-18,,,,,,,
4918,kachoma01,Mark Kachowski,LW,1965-02-20,Left,5-11,180,200,Edmonton,Alberta,ca
4919,kachued01,Ed Kachur,RW,1934-04-22,Right,5-8,173,170,,,
4920,kadeyal01,Alexander Kadeykin,C,1993-10-04,Left,6-3,190,213,,,
4921,kadeyan01,Anton Kadeykin,D,1984-05-17,,,,,,,
4922,kadlepe01,Petr Kadlec,D,1977-01-05,,,,,,,
4923,kadrina01,Nazem Kadri,C,1990-10-06,Left,6-0,183,192,London,Ontario,ca
4924,kaesetr01,Trent Kaese,RW,1967-09-09,Right,5-11,180,225,,,
4925,kahkoka01,Kaapo Kahkonen,G,1996-08-16,Left,6-2,188,214,Helsinki,Finland,fi
4926,kahundo01,Dominik Kahun,C,1995-07-02,Left,5-11,180,175,,,
4927,kaigoal01,Alexei Kaigorodov,C,1983-07-29,Left,6-0,183,192,Magnitogorsk,USSR,su
4928,kaipry01,Rylan Kaip,C,1984-03-19,,,,,,,
4929,kaiseve01,Vern Kaiser,LW,1926-09-28,Left,6-0,183,180,Preston,Ontario,ca
4930,kaisewy01,Wyatt Kaiser,D,2002-07-31,Left,5-11,180,173,Andover,Minnesota,us
4931,kakkoka01,Kaapo Kakko,RW,2001-02-13,Left,6-1,185,181,Turku,Finland,fi
4932,kalbfwa01,Walter Kalbfleisch,D,1911-12-18,Right,5-10,178,175,,,
4933,kaletal01,Alex Kaleta,LW,1919-11-29,Left,6-0,183,175,Canmore,Alberta,ca
4934,kaletpa01,Patrick Kaleta,RW,1986-06-08,Right,6-1,185,198,,,
4935,kalindm01,Dmitri Kalinin,D,1980-07-22,Left,6-3,190,210,Chelyabinsk,USSR,su
4936,kalinse01,Sergey Kalinin,C,1991-03-17,Left,6-3,190,200,Omsk,USSR,su
4937,kalinjo01,Jon Kalinski,LW,1987-05-25,Left,6-1,185,175,,,
4938,kaliyar01,Arthur Kaliyev,RW,2001-06-26,Left,6-2,188,190,Tashkent,Uzbekistan,uz
4939,kallger01,Erik Kallgren,G,1996-10-14,,,,,,,
4940,kallito01,Tomi Kallio,LW,1977-01-27,Left,6-0,183,190,Turku,Finland,fi
4941,kallima01,Marcus Kallionkieli,LW,2001-03-20,Left,6-2,188,195,Kankaanpää,Finland,fi
4942,kalluan01,Anders Kallur,RW,1952-07-06,Left,5-11,180,185,Ludvika,Sweden,se
4943,kaltemi01,Mikko Kalteva,D,1984-05-25,,,,,,,
4944,kaltima01,Matti Kaltiainen,G,1982-04-30,,,,,,,
4945,kaluspe01,Petr Kalus,LW,1987-06-29,Left,6-1,185,201,Ostrava,Czechoslovakia,cs
4946,kalynwy01,Wyatt Kalynuk,D,1997-04-14,Left,6-1,185,174,Brandon,Manitoba,ca
4947,kamenvl01,Vladislav Kamenev,LW,1996-08-12,Left,6-2,188,194,,,
4948,kamenva01,Valeri Kamensky,LW,1966-04-18,Right,6-2,188,198,Voskresensk,USSR,su
4949,kaminke01,Kevin Kaminski,C,1969-03-13,Left,5-10,178,190,Churchbridge,Saskatchewan,ca
4950,kaminma01,Max Kaminsky,C,1913-04-19,Left,5-11,180,160,,,
4951,kaminya01,Yan Kaminsky,RW,1971-07-28,Left,6-1,185,176,Penza,USSR,su
4952,kampfda01,David Kampf,C,1995-01-12,Left,6-2,188,188,,,
4953,kampfst01,Steven Kampfer,D,1988-09-24,Right,5-11,180,198,,,
4954,kampmbi01,Bingo Kampman,D,1914-03-12,Right,5-10,178,187,Berlin,Ontario,ca
4955,kamppha01,Hannu Kamppuri,G,1957-06-01,,6-0,183,175,Helsinki,Finland,fi
4956,kanato01,Tomas Kana,C,1987-11-29,Right,6-0,183,204,Opava,Czechoslovakia,cs
4957,kanebo01,Boyd Kane,LW,1978-04-18,Left,6-2,188,225,,,
4958,kaneev01,Evander Kane,LW,1991-08-02,Left,6-2,188,210,,,
4959,kanefr01,Francis Kane,D,1923-01-19,Left,5-11,180,186,Stratford,Ontario,ca
4960,kanepa01,Patrick Kane,RW,1988-11-19,Left,5-10,178,177,,,
4961,kangaal01,Alex Kangas,G,1987-05-28,,,,,,,
4962,kankope01,Petr Kanko,RW,1984-02-07,Left,5-10,178,195,Pribram,Czechoslovakia,cs
4963,kannego01,Gord Kannegiesser,D,1945-12-21,Left,6-0,183,190,,,
4964,kannesh01,Sheldon Kannegiesser,D,1947-08-15,Left,6-0,183,198,,,
4965,kannoal01,Alex Kannok-Leipert,D,2000-07-20,Right,6-0,183,197,Regina,Saskatchewan,ca
4966,kanteke01,Kevin Kantee,D,1984-01-29,,,,,,,
4967,kanzike01,Keegan Kanzig,D,1995-02-26,Left,6-7,201,240,Athabasca,Alberta,ca
4968,kapanka01,Kasperi Kapanen,RW,1996-07-23,Right,6-1,185,194,Kuopio,Finland,fi
4969,kapanni01,Niko Kapanen,C,1978-04-29,Left,5-8,173,180,Hameenlinna,Finland,fi
4970,kapansa01,Sami Kapanen,RW,1973-06-14,Left,5-10,178,185,Vantaa,Finland,fi
4971,kaplami01,Michael Kapla,D,1994-09-19,Left,6-0,183,201,,,
4972,kapoumi01,Miroslav Kapoun,G,,,,,,,,
4973,kapriki01,Kirill Kaprizov,LW,1997-04-26,Left,5-9,175,185,,,
4974,kapusse01,Sergei Kapustin,LW,1953-02-13,Left,5-11,180,194,Ukhta,USSR,su
4975,karavl01,Vladislav Kara,LW,1998-04-20,Left,6-2,188,187,,,
4976,karabva01,Vaclav Karabacek,RW,1996-05-02,Left,6-0,183,199,,,
4977,karabla01,Ladislav Karabin,LW,1970-02-16,Left,6-1,185,189,,,
4978,karakmi01,Mike Karakas,G,1911-12-12,,5-11,180,147,Aurora,Minnesota,us
4979,karalje01,Jere Karalahti,D,1975-03-25,Right,6-2,188,210,Helsinki,Finland,fi
4980,karamvi01,Vitali Karamnov,LW,1968-07-06,Left,6-2,188,185,Moscow,USSR,su
4981,kariypa01,Paul Kariya,LW,1974-10-16,Left,5-10,178,185,,,
4982,kariyst01,Steve Kariya,LW,1977-12-22,Right,5-8,173,170,,,
4983,karjaky01,Kyosti Karjalainen,RW,1967-06-19,Right,6-2,188,190,Gavle,Sweden,se
4984,karjami01,Miro Karjalainen,D,1996-05-23,Right,6-5,196,205,,,
4985,karlaal01,Al Karlander,C,1946-11-05,Left,5-8,173,170,,,
4986,karlbma01,Marcus Karlberg,LW,2000-01-23,Right,5-7,170,165,Leksand,Sweden,se
4987,karlsan01,Andreas Karlsson,C,1975-08-19,Left,6-4,193,201,Ludvika,Sweden,se
4988,karlsan02,Anton Karlsson,RW,1996-08-03,Left,6-1,185,187,Lerum,Sweden,se
4989,karlser02,Erik Karlsson,C/LW,1994-07-28,Left,6-0,183,170,Lerum,Sweden,se
4990,karlser01,Erik Karlsson,D,1990-05-31,Right,6-0,183,190,Landsbro,Sweden,se
4991,karlshe01,Henrik Karlsson,G,1983-11-27,,6-6,198,209,Tumba,Sweden,se
4992,karlsje01,Jens Karlsson,RW,1982-11-07,,,,,,,
4993,karlsli01,Linus Karlsson,C,1999-11-16,Right,6-1,185,187,Eksjo,Sweden,se
4994,karlsma01,Mattias Karlsson,D,1985-04-15,,,,,,,
4995,karlsme01,Melker Karlsson,C,1990-07-18,Right,6-0,183,180,Lycksele,Sweden,se
4996,karlssi01,Simon Karlsson,D,1993-07-23,,,,,,,
4997,karlswi01,William Karlsson,C,1993-01-08,Left,6-1,185,189,Marsta,Sweden,se
4998,karlsfr01,Fredrik Karlstrom,C,1998-01-12,Left,6-2,188,185,Sweden,Sweden,se
4999,karlsma02,Marcus Karlstrom,D,1995-01-06,,,,,,,
5000,karnapa01,Pavel Karnaukhov,LW,1997-03-15,Left,6-3,190,194,Minsk,Belarus,by
5001,karowmi01,Michael Karow,D,1998-12-18,Left,6-1,185,200,,,
5002,karpada01,Dave Karpa,D,1971-05-07,Right,6-1,185,210,Regina,Saskatchewan,ca
5003,karpova01,Valeri Karpov,RW,1971-08-05,Left,5-10,178,176,Chelyabinsk,USSR,su
5004,karpoal01,Alexander Karpovtsev,D,1970-04-07,Right,6-3,190,221,Moscow,USSR,su
5005,karpopa01,Paul Karpowich,G,1988-10-25,,,,,,,
5006,karsuma01,Martins Karsums,RW,1986-02-26,Right,5-10,178,198,Riga,USSR,su
5007,kasatal01,Alexei Kasatonov,D,1959-10-14,Left,6-1,185,215,Leningrad,USSR,su
5008,kasdoja01,Jason Kasdorf,G,1992-05-18,,6-3,190,172,Winnipeg,Manitoba,ca
5009,kaseda01,David Kase,RW,1997-01-28,Left,5-11,180,169,,,
5010,kaseon01,Ondrej Kase,RW,1995-11-08,Right,5-11,180,186,,,
5011,kaskiol01,Oliwer Kaski,D,1995-09-04,Right,6-3,190,190,Pori,Finland,fi
5012,kaskika01,Kasimir Kaskisuo,G,1993-10-02,,6-2,188,205,Vantaa,Finland,fi
5013,kaspalu01,Lukas Kaspar,RW,1985-09-23,Left,6-2,188,220,Most,Czechoslovakia,cs
5014,kaspada01,Darius Kasparaitis,D,1972-10-16,Left,5-11,180,215,Elektrenai,USSR,su
5015,kaspest01,Steve Kasper,C,1961-09-28,Left,5-8,173,175,Montreal,Quebec,ca
5016,kaspita01,Tanner Kaspick,F,1998-01-28,,6-0,183,200,,,
5017,kasside01,Dennis Kassian,LW,1941-07-14,Left,5-11,180,170,Vegreville,Alberta,ca
5018,kassima01,Matt Kassian,LW,1986-10-28,,6-4,193,232,Edmonton,Alberta,ca
5019,kassiza01,Zack Kassian,RW,1991-01-24,Right,6-3,190,211,Windsor,Ontario,ca
5020,kasteed01,Ed Kastelic,W,1964-01-29,Right,6-4,193,215,Toronto,Ontario,ca
5021,kastema01,Mark Kastelic,C,1999-03-11,Right,6-3,190,213,Phoenix,Arizona,us
5022,kaszymi01,Mike Kaszycki,C,1956-02-27,Left,5-9,175,190,Milton,Ontario,ca
5023,katchbo01,Boris Katchouk,LW,1998-06-18,Left,6-1,185,183,Waterloo,Ontario,ca
5024,katicma01,Mark Katic,D,1989-05-09,Left,5-10,178,191,Porcupine,Ontario,ca
5025,kautma01,Martin Kaut,RW,1999-10-02,Right,6-2,188,180,,,
5026,kavanpa01,Pat Kavanagh,RW,1979-03-14,Right,6-3,190,192,Ottawa,Ontario,ca
5027,kayumar01,Artur Kayumov,W,1998-02-14,Left,5-11,180,171,,,
5028,kaziode01,Denis Kazionov,LW,1987-12-08,,,,,,,
5029,kaziodm01,Dmitri Kazionov,C,1984-05-13,,,,,,,
5030,keaed01,Ed Kea,D,1948-01-19,Left,6-3,190,200,Weesp,Netherlands,nl
5031,keaju01,Justin Kea,C,1994-02-07,Left,6-4,193,223,Woodville,Ontario,ca
5032,keanejo01,Joey Keane,D,1999-07-02,Right,6-0,183,187,Chicago,Illinois,us
5033,keanemi01,Mike Keane,RW,1967-05-29,Right,5-10,178,185,Winnipeg,Manitoba,ca
5034,keansdo01,Doug Keans,G,1958-01-07,,5-7,170,185,Pembroke,Ontario,ca
5035,kearnbr01,Bracken Kearns,C,1981-05-12,Left,6-0,183,200,,,
5036,kearnde01,Dennis Kearns,D,1945-09-27,Left,5-9,175,185,Kingston,Ontario,ca
5037,keatija01,Jack Keating,LW,1916-10-09,Left,6-0,183,180,Kitchener,Ontario,ca
5038,keatijo01,John Keating,LW,1908-02-12,Left,5-7,170,145,,,
5039,keatimi01,Mike Keating,LW,1957-01-21,Left,6-0,183,185,Toronto,Ontario,ca
5040,keatsdu01,Duke Keats,C,1895-03-21,Right,5-11,180,195,Montreal,Quebec,ca
5041,keczmda01,Dan Keczmer,D,1968-05-25,Left,6-1,185,190,,,
5042,keefesh01,Sheldon Keefe,RW,1980-09-17,Right,5-11,180,185,Brampton,Ontario,ca
5043,keelemi01,Mike Keeler,D,1950-05-21,Right,5-10,178,175,Toronto,Ontario,ca
5044,keelibu01,Butch Keeling,LW,1905-08-10,Left,5-11,180,180,,,
5045,keenado01,Don Keenan,G,1938-08-08,,6-0,183,170,Toronto,Ontario,ca
5046,keenala01,Larry Keenan,LW,1940-10-01,Left,5-11,180,175,,,
5047,keepebr01,Brady Keeper,D,1996-06-05,Right,6-2,188,209,,,
5048,keetlma01,Matt Keetley,G,1986-04-27,,6-1,185,187,,,
5049,kehleco01,Cole Kehler,G,1997-12-17,,6-4,193,205,Altona,Manitoba,ca
5050,kehoeri01,Rick Kehoe,RW,1951-07-15,Right,5-11,180,180,Windsor,Ontario,ca
5051,keithdu01,Duncan Keith,D,1983-07-16,Left,6-1,185,192,Winnipeg,Manitoba,ca
5052,keithma01,Matt Keith,RW,1983-04-11,Right,6-2,188,200,Edmonton,Alberta,ca
5053,kekalja01,Jarmo Kekalainen,LW,1966-07-03,Left,6-0,183,190,Tampere,Finland,fi
5054,kelltr01,Trevor Kell,RW,1986-06-23,,,,,,,
5055,kellech01,Chris Kelleher,D,1975-03-23,Left,6-1,185,210,Cambridge,Massachusetts,us
5056,kellecl01,Clayton Keller,C,1998-07-29,Left,5-10,178,170,Chesterfield,Missouri,us
5057,kelleju01,Justin Keller,LW,1986-03-04,,,,,,,
5058,kellera01,Ralph Keller,D,1936-02-06,Right,5-9,175,174,Wilkie,Saskatchewan,ca
5059,kellery01,Ryan Keller,C,1984-01-06,Right,5-10,178,196,Saskatoon,Saskatchewan,ca
5060,kellety01,Tyson Kellerman,G,1984-01-18,,,,,,,
5061,kellgch01,Christer Kellgren,RW,1958-08-15,Left,6-0,183,173,Gothenburg,Sweden,se
5062,kellmjo01,Joel Kellman,F,1994-05-25,Left,5-11,180,175,Karlskrona,Sweden,se
5063,kellybo02,Bob Kelly,LW,1950-11-25,Left,5-10,178,200,Oakville,Ontario,ca
5064,kellybo01,Bob Kelly,LW,1946-06-06,Left,6-2,188,195,,,
5065,kellych01,Chris Kelly,C/LW,1980-11-11,Left,6-0,183,190,Toronto,Ontario,ca
5066,kellyda01,Dave Kelly,RW,1952-09-20,Right,6-2,188,205,Chatham,Ontario,ca
5067,kellyjo01,John Paul Kelly,LW,1959-11-15,Left,6-1,185,215,Edmonton,Alberta,ca
5068,kellypa01,Parker Kelly,F,1999-06-14,Left,5-11,180,168,Camrose,Alberta,ca
5069,kellype02,Pep Kelly,RW,1914-01-17,Right,5-7,170,152,,,
5070,kellype01,Pete Kelly,RW,1913-05-22,Right,5-11,180,170,,,
5071,kellyre01,Red Kelly,D/C,1927-07-09,Left,5-11,180,180,Simcoe,Ontario,ca
5072,kellyst01,Steve Kelly,C,1976-10-26,Left,6-2,188,205,,,
5073,kempke01,Kevin Kemp,D,1954-05-03,Left,6-0,183,188,Ottawa,Ontario,ca
5074,kempph01,Philip Kemp,D,1999-02-12,Right,6-3,190,202,Greenwich,Connecticut,us
5075,kempst01,Stan Kemp,D,1924-03-02,Right,5-9,175,165,Hamilton,Ontario,ca
5076,kempead01,Adrian Kempe,LW,1996-09-13,Left,6-2,188,215,Kramfors,Sweden,se
5077,kempema01,Mario Kempe,C,1988-09-19,Left,6-0,183,185,Kramfors,Sweden,se
5078,kempnmi01,Michal Kempny,D,1990-09-08,Left,6-0,183,194,Hodonin,Czechoslovakia,cs
5079,kemppjo01,Joonas Kemppainen,LW,1988-04-07,Left,6-3,190,223,Kajaani,Finland,fi
5080,kenadch01,Chris Kenady,RW,1973-04-10,Right,6-2,188,195,Mound,Minnesota,us
5081,kendabi01,Bill Kendall,RW,1910-04-01,Right,5-8,173,168,Winnipeg,Manitoba,ca
5082,keninro01,Ronalds Kenins,LW,1991-02-28,Left,6-0,183,201,Riga,USSR,su
5083,kennede01,Dean Kennedy,D,1963-01-18,Right,6-2,188,208,Redvers,Saskatchewan,ca
5084,kennefo01,Forbes Kennedy,C,1935-08-18,Left,5-8,173,150,,,
5085,kenneja01,Jamie Kennedy,RW/C,1946-09-07,Right,5-9,175,175,,,
5086,kennema01,Matt Kennedy,RW,1989-03-04,,,,,,,
5087,kennemi01,Mike Kennedy,C,1972-04-13,Right,6-1,185,195,,,
5088,kennesh01,Sheldon Kennedy,RW,1969-06-15,Right,5-10,178,180,Elkhorn,Manitoba,ca
5089,kennete01,Ted Kennedy,C,1925-12-12,Right,5-10,178,170,Humberstone,Ontario,ca
5090,kenneti01,Tim Kennedy,LW,1986-04-30,Left,5-10,178,175,,,
5091,kennety01,Tyler Kennedy,C,1986-07-15,Right,5-11,180,185,,,
5092,kennemu01,Murray Kennett,D,1952-06-28,Left,5-10,178,175,,,
5093,kennyer01,Ernest Kenny,D,1907-08-20,Left,6-2,188,195,Vermillion,Alberta,ca
5094,keogamu01,Murray Keogan,C,1950-01-14,Left,5-10,178,175,Biggar,Saskatchewan,ca
5095,keonda01,Dave Keon,C,1940-03-22,Left,5-9,175,165,Noranda,Quebec,ca
5096,keppeet01,Ethan Keppen,LW,2001-03-20,Left,6-1,185,212,Fergus,Ontario,ca
5097,keranmi01,Michael Keränen,F,1990-01-04,Left,6-1,185,176,,,
5098,kerchal01,Alexander Kerch,LW,1967-03-16,Right,5-10,178,190,Arkhangelsk,USSR,su
5099,kerdini01,Nicolas Kerdiles,LW,1994-01-11,Left,6-2,188,200,Lewisville,Texas,us
5100,kerfoal01,Alexander Kerfoot,C,1994-08-11,Left,5-10,178,175,,,
5101,kerinro01,Rory Kerins,C,2002-04-12,Left,5-10,178,175,Caledon,Ontario,ca
5102,kerota01,Tanner Kero,RW,1992-07-24,Left,6-0,183,185,Hancock,Michigan,us
5103,kerral01,Alan Kerr,RW,1964-03-28,Right,5-11,180,195,,,
5104,kerrda01,Dave Kerr,G,1910-01-11,,5-10,178,160,Toronto,Ontario,ca
5105,kerrre01,Reg Kerr,LW,1957-10-16,Left,5-10,178,180,Oxbow,Saskatchewan,ca
5106,kerrti01,Tim Kerr,C/RW,1960-01-05,Right,6-3,190,230,Windsor,Ontario,ca
5107,kersldo01,Doug Kerslake,RW,1950-03-23,Right,5-11,180,200,Saskatoon,Saskatchewan,ca
5108,kesada01,Dan Kesa,RW,1971-11-23,Right,6-1,185,190,,,
5109,keseria01,Ian Keserich,G,1986-01-06,,,,,,,
5110,keslery01,Ryan Kesler,C,1984-08-31,Right,6-2,188,206,Livonia,Michigan,us
5111,kessebl01,Blake Kessel,D,1989-04-13,,,,,,,
5112,kessema01,Matthew Kessel,D,2000-06-23,Right,6-2,188,205,Phoenix,Arizona,us
5113,kesseph01,Phil Kessel,RW,1987-10-02,Right,6-0,183,202,Madison,Wisconsin,us
5114,kesseri01,Rick Kessell,C,1949-07-27,Left,5-10,178,175,Toronto,Ontario,ca
5115,kessemi01,Michael Kesselring,D,2000-01-13,Right,6-4,193,191,,,
5116,kessyka01,Kale Kessy,LW,1992-12-04,,6-3,190,208,,,
5117,ketolju01,Juha-Pekka Ketola,RW,1983-01-21,,,,,,,
5118,ketolve01,Veli-Pekka Ketola,C,1948-03-28,Left,6-2,188,220,Pori,Finland,fi
5119,ketteke01,Kerry Ketter,D,1947-09-20,Left,6-1,185,202,,,
5120,keyseky01,Kyle Keyser,G,1999-03-08,,6-2,188,185,,,
5121,khabini01,Nikolai Khabibulin,G,1973-01-13,,6-1,185,208,Sverdlovsk,USSR,su
5122,khairju01,Jujhar Khaira,LW,1994-08-13,Left,6-4,193,212,,,
5123,kharise01,Sergei Kharin,RW,1963-02-20,Left,5-11,180,180,Odintsovo,USSR,su
5124,kharial01,Alexander Kharitonov,LW,1976-03-30,Right,5-9,175,169,Moscow,USSR,su
5125,kharlva01,Valeri Kharlamov,LW,1948-01-14,Left,5-8,173,165,Moscow,USSR,su
5126,khavaal01,Alexander Khavanov,D,1972-01-30,Left,6-2,188,205,Moscow,USSR,su
5127,khisaar01,Arsen Khisamutdinov,C,1998-02-26,Left,6-3,190,205,,,
5128,khmylyu01,Yuri Khmylev,LW,1964-08-09,Right,6-1,185,189,Moscow,USSR,su
5129,khokhal01,Alexander Khokhlachev,C,1993-09-09,Left,5-11,180,184,,,
5130,khomuiv01,Ivan Khomutov,C,1985-03-11,,,,,,,
5131,khovaal01,Alexander Khovanov,C,2000-04-12,Left,5-10,178,198,,,
5132,khrisdm01,Dmitri Khristich,LW/C,1969-07-23,Right,6-2,188,195,Kiev,USSR,su
5133,khudoan01,Anton Khudobin,G,1986-05-07,,5-11,180,200,,,
5134,khusnma01,Marat Khusnutdinov,C,2002-07-17,Left,5-11,180,176,,,
5135,kichtbr01,Brenden Kichton,D,1992-06-18,Right,5-10,178,185,,,
5136,kiddia01,Ian Kidd,D,1964-05-11,Right,5-11,180,195,Gresham,Oregon,us
5137,kiddjo01,Josh Kidd,D,1988-11-16,,,,,,,
5138,kiddtr01,Trevor Kidd,G,1972-03-26,,6-2,188,213,Dugald,Manitoba,ca
5139,kiellja01,Jake Kielly,G,1996-09-10,,6-2,188,201,,,
5140,kielyjo01,John Kiely,G,1952-08-03,,6-2,188,190,,,
5141,kiessud01,Udo Kiessling,D,1955-05-21,Left,5-10,178,180,,,
5142,kilgech01,Chad Kilger,LW,1976-11-27,Left,6-4,193,224,Cornwall,Ontario,ca
5143,killepa01,Patrick Killeen,G,1990-04-15,,,,,,,
5144,killile01,Lenni Killinen,RW,2000-06-15,Left,6-1,185,180,Espoo,Finland,fi
5145,killoal01,Alex Killorn,C/LW,1989-09-14,Left,6-1,185,196,,,
5146,kilpeee01,Eero Kilpelainen,G,1985-05-07,,,,,,,
5147,kilrebr01,Brian Kilrea,C,1934-10-21,Right,5-11,180,175,Ottawa,Ontario,ca
5148,kilrehe01,Hec Kilrea,LW,1907-06-11,Left,5-8,173,175,Blackburn,Ontario,ca
5149,kilreke01,Ken Kilrea,LW,1919-01-16,Left,6-0,183,170,Ottawa,Ontario,ca
5150,kilrewa01,Wally Kilrea,RW/C,1909-02-18,Right,5-7,170,150,Ottawa,Ontario,ca
5151,kimblda01,Darin Kimble,RW,1968-11-22,Right,6-2,188,210,,,
5152,kindlja01,Jakub Kindl,D,1987-02-10,Left,6-3,190,199,Sumperk,Czechoslovakia,cs
5153,kindror01,Orest Kindrachuk,C,1950-09-14,Left,5-10,178,175,Nanton,Alberta,ca
5154,kingco01,Colt King,LW,1983-03-04,,,,,,,
5155,kingdj01,D.J. King,C,1984-06-27,Left,6-3,190,230,,,
5156,kingde01,Derek King,LW,1967-02-11,Left,6-1,185,203,Hamilton,Ontario,ca
5157,kingdw01,Dwight King,LW,1989-07-05,Left,6-4,193,229,,,
5158,kingfr01,Frank King,C,1929-03-07,Left,5-11,180,185,Toronto,Ontario,ca
5159,kingja01,Jason King,C,1981-09-14,Left,6-1,185,195,,,
5160,kingkr01,Kris King,LW,1966-02-18,Left,5-11,180,208,Bracebridge,Ontario,ca
5161,kingsc01,Scott King,G,1967-06-25,,6-1,185,185,,,
5162,kingst02,Steve King,RW,1948-09-08,Right,5-9,175,170,Toronto,Ontario,ca
5163,kingst01,Steven King,RW,1969-07-22,Right,6-0,183,195,,,
5164,kingwa01,Wayne King,C,1951-09-04,Right,5-10,178,185,Midland,Ontario,ca
5165,kinkake01,Keith Kinkaid,G,1989-07-04,,6-3,190,195,,,
5166,kinkebi01,Bill Kinkel,LW,1984-02-27,,,,,,,
5167,kinnege01,Geordie Kinnear,D,1973-07-09,Left,6-1,185,195,Simcoe,Ontario,ca
5168,kinnusa01,Santtu Kinnunen,D,1999-03-25,Right,6-2,188,154,Finland,Finland,fi
