pid,Player,Position,dob,Shoots,height,height_cm,weight,city,state,country
lachel01,Elmer Lach,C,1918-01-22,Left,5-10,178,165,Nokomis,Saskatchewan,ca
lachami01,Michel Lachance,D,1955-04-11,Right,6-0,183,190,,,
lachasc01,Scott Lachance,D,1972-10-22,Left,6-1,185,215,Charlottesville,Virginia,us
lachebl01,Blaine Lacher,G,1970-09-05,,6-1,185,205,,,
lacked01,Eddie Lack,G,1988-01-05,,6-4,193,187,Norrtalje,Sweden,se
lacomfr01,Francois Lacombe,D,1948-02-24,Left,5-10,178,185,Montreal,Quebec,ca
lacomja01,Jackson LaCombe,D,2001-01-09,Left,6-1,185,187,,,
lacomno01,Normand Lacombe,RW,1964-10-18,Right,6-0,183,205,Pierrefonds,Quebec,ca
lacosda01,Dan LaCosta,G,1986-03-28,,6-1,185,186,,,
lacouda01,Dan LaCouture,LW,1977-04-18,Left,6-2,188,215,Hyannis,Massachusetts,us
lacroan01,Andre Lacroix,C,1945-06-05,Left,5-8,173,175,Lauzon,Quebec,ca
lacroda01,Daniel Lacroix,LW,1969-03-11,Left,6-2,188,205,Montreal,Quebec,ca
lacroer01,Eric Lacroix,LW,1971-07-15,Left,6-1,185,210,Montreal,Quebec,ca
lacrofr01,Frenchy Lacroix,G,1897-10-21,,5-7,170,136,Newton,Massachusetts,us
lacroma01,Maxime Lacroix,LW,1987-06-05,,,,,,,
lacropi01,Pierre Lacroix,D,1959-04-11,Left,5-11,180,185,,,
lacrosi01,Simon Lacroix,D,1989-05-29,,,,,,,
laczyta01,Tanner Laczynski,C,1997-06-01,Right,6-1,185,205,Minooka,Illinois,us
laddan01,Andrew Ladd,LW,1985-12-12,Left,6-3,190,205,,,
ladoura01,Randy Ladouceur,D,1960-06-30,Left,6-2,188,220,Brockville,Ontario,ca
laduepa01,Paul Ladue,D,1992-09-06,Right,6-2,188,200,,,
lafayna01,Nathan LaFayette,C,1973-02-17,Right,6-1,185,205,,,
laferal01,Alex Laferriere,RW,2001-10-28,Right,5-11,180,173,,,
laferma01,Mathias Laferriere,RW,2000-06-27,Right,6-1,185,175,Montréal,Quebec,ca
laferri01,Rick LaFerriere,G,1961-01-03,,5-8,173,165,Hawkesbury,Ontario,ca
laffesa01,Sam Lafferty,C/LW,1995-03-06,Right,6-1,185,195,Hollidaysburg,Pennsylvania,us
laflach01,Christian Laflamme,D,1976-11-24,Right,6-1,185,206,,,
laflean01,Antoine Lafleur,G,1988-12-12,,,,,,,
laflegu01,Guy Lafleur,RW,1951-09-20,Right,6-0,183,185,Thurso,Quebec,ca
laflero01,Roland Lafleur,LW,1899-03-21,Left,5-6,168,145,Ottawa,Ontario,ca
lafonja01,Jack LaFontaine,G,1998-01-06,,6-3,190,197,Mississauga,Ontario,ca
lafonpa01,Pat LaFontaine,C,1965-02-22,Right,5-10,178,182,,,
laforer01,Ernie Laforce,D,1916-06-23,Left,5-11,180,175,Montreal,Quebec,ca
laforbo01,Bob LaForest,RW,1963-05-19,Right,5-10,178,195,,,
laforma01,Mark LaForest,G,1962-07-10,,5-11,180,190,Welland,Ontario,ca
laforcl01,Claude Laforge,LW,1936-07-01,Left,5-9,175,172,Sorel,Quebec,ca
laforma02,Marc Laforge,LW,1968-01-03,Left,6-2,188,210,Sudbury,Ontario,ca
lafrape01,Pete Laframboise,LW/C,1950-01-18,Left,6-2,188,185,Ottawa,Ontario,ca
lafraad01,Adie Lafrance,LW,1912-01-13,Left,5-10,178,165,Chapleau,Ontario,ca
lafrale01,Leo Lafrance,LW,1902-11-03,Left,5-8,173,160,Allomette,Quebec,ca
lafreal01,Alexis Lafreniere,LW,2001-10-11,Left,6-1,185,192,,,
lafreja01,Jason Lafreniere,C,1966-12-06,Right,5-11,180,185,,,
lafrero01,Roger Lafreniere,LW,1942-07-24,Left,6-0,183,190,Montreal,Quebec,ca
lagacja01,Jacob Lagace,LW,1990-01-09,,,,,,,
lagacje01,Jean-Guy Lagace,D,1945-02-05,Right,5-10,178,185,,,
lagacma01,Maxime Lagace,G,1993-01-12,,6-2,188,190,,,
lagacpi01,Pierre Lagace,LW,1957-10-27,Left,6-2,188,210,Montreal,Quebec,ca
lagerto01,Tony Lagerstrom,C,1988-07-19,,,,,,,
lageswi01,William Lagesson,D,1996-02-22,Left,6-2,188,207,Gothenburg,Sweden,se
lahacfl01,Floyd Lahache,D,1957-09-17,Left,5-10,178,185,Caughnawaga,Quebec,ca
laichbr01,Brooks Laich,C,1983-06-23,Left,6-2,188,200,Wawota,Saskatchewan,ca
laidlto01,Tom Laidlaw,D,1958-04-15,Left,6-2,188,215,Brampton,Ontario,ca
lainke01,Kellan Lain,C,1989-08-11,,6-6,198,210,,,
lainepa01,Patrik Laine,RW,1998-04-19,Right,6-5,196,206,Tampere,Finland,fi
laingbi01,Bill Laing,LW,1953-03-24,Left,6-2,188,190,Harris,Saskatchewan,ca
laingqu01,Quintin Laing,LW,1979-06-08,Left,6-3,190,183,Rosetown,Saskatchewan,ca
lairdro01,Robbie Laird,LW,1954-12-29,Left,5-9,175,165,Regina,Saskatchewan,ca
lajeuse01,Serge Lajeunesse,D/RW,1950-06-11,Right,5-10,178,185,Montreal,Quebec,ca
lajeusi01,Simon Lajeunesse,G,1981-01-22,,6-1,185,178,,,
lajoima01,Maxime Lajoie,D,1997-11-05,Left,6-1,185,183,,,
lajunja01,Jani Lajunen,C,1990-06-16,,,,,,,
lakatdo01,Dominik Lakatos,C,1997-04-08,Left,6-0,183,178,,,
lakovsa01,Sasha Lakovic,RW,1971-09-07,Left,6-0,183,220,,,
lalanch01,Christophe Lalancette,RW,1994-05-06,,,,,,,
lalanhe01,Hec Lalande,C,1934-11-24,Left,5-9,175,150,,,
lalanke01,Kevin Lalande,G,1987-02-19,,,,,,,
lalegjo01,Joey LaLeggia,D,1992-06-24,,5-10,178,185,,,
lalibda01,David Laliberte,RW,1986-03-17,Right,6-1,185,198,,,
lalibjo01,John Laliberte,RW,1983-08-05,,,,,,,
lalimpa01,Patrick Lalime,G,1974-07-07,,6-3,190,192,,,
lalonbo01,Bobby Lalonde,C,1951-03-27,Left,5-5,165,155,Montreal,Quebec,ca
lalonne01,Newsy Lalonde,C,1887-10-31,Right,5-9,175,168,Cornwall,Ontario,ca
lalonri01,Rick Lalonde,D,1955-02-19,Right,6-0,183,200,Ottawa,Ontario,ca
lalonro01,Ron Lalonde,C,1952-10-30,Left,5-10,178,170,Toronto,Ontario,ca
lalonsh01,Shawn Lalonde,D,1990-03-10,Right,6-1,185,204,Ottawa,Ontario,ca
lalormi01,Mike Lalor,D,1963-03-08,Left,6-0,183,200,,,
lambjo01,Joe Lamb,RW,1906-06-18,Right,5-10,178,170,,,
lambma01,Mark Lamb,C,1964-08-03,Left,5-9,175,180,Ponteix,Saskatchewan,ca
lambeda01,Dan Lambert,D,1970-01-12,Left,5-8,173,177,,,
lambede01,Denny Lambert,LW,1970-01-07,Left,5-11,180,211,Wawa,Ontario,ca
lambela01,Lane Lambert,RW,1964-11-18,Right,6-0,183,185,Melfort,Saskatchewan,ca
lambemi01,Michael Lambert,LW,1984-03-10,,,,,,,
lambeyv01,Yvon Lambert,LW,1950-05-20,Left,6-2,188,200,Drummondville,Quebec,ca
lambydi01,Dick Lamby,D,1955-05-03,Right,6-1,185,200,Auburn,Massachusetts,us
lamirje01,Jean-Paul Lamirande,LW/D,1924-08-21,Right,5-8,173,170,,,
lammeha01,Hank Lammens,D,1966-02-21,Left,6-2,188,210,Brockville,Ontario,ca
lammejo01,John Lammers,LW,1986-01-29,,,,,,,
lammiju01,Juho Lammikko,RW,1996-01-29,Left,6-2,188,191,Noormarkku,Finland,fi
lamotma01,Marc Lamothe,G,1974-02-27,,6-2,188,210,,,
lamoule01,Leo Lamoureux,C/D,1916-10-01,Left,5-11,180,175,Espanola,Ontario,ca
lamoumi01,Mitch Lamoureux,C,1962-08-22,Left,5-6,168,175,Ottawa,Ontario,ca
lampmbr01,Bryce Lampman,D,1982-08-31,Left,6-1,185,205,Rochester,Minnesota,us
lampmmi01,Mike Lampman,LW,1950-04-20,Left,6-2,188,195,Lakewood,California,us
lancija01,Jack Lancien,D,1923-06-14,Left,6-0,183,188,Regina,Saskatchewan,ca
landean01,Anton Lander,C,1991-04-24,Left,6-0,183,184,Sundsvall,Sweden,se
landega01,Gabriel Landeskog,LW,1992-11-23,Left,6-1,185,215,Stockholm,Sweden,se
landosh01,Shaun Landolt,RW,1984-10-02,,,,,,,
landobr01,Bruce Landon,G,1949-10-05,,5-10,178,175,Kingston,Ontario,ca
landola01,Larry Landon,RW,1958-05-04,Right,6-0,183,191,,,
landrer01,Eric Landry,C,1975-01-20,Left,5-10,178,184,Gatineau,Quebec,ca
lanego01,Gord Lane,D,1953-03-31,Left,6-1,185,190,Brandon,Manitoba,ca
laneje01,Jesse Lane,D,1983-03-02,,,,,,,
lanemy01,Myles Lane,D,1905-10-02,Left,6-0,183,180,Melrose,Massachusetts,us
laneph01,Phil Lane,RW,1992-05-29,,,,,,,
laneta01,Tanner Lane,C,1992-08-13,,,,,,,
langch01,Chase Lang,C,1996-09-13,Left,6-1,185,189,,,
langro01,Robert Lang,C,1970-12-19,Right,6-3,190,217,Teplice,Czechoslovakia,cs
langdda01,Darren Langdon,LW,1971-01-08,Left,6-1,185,205,,,
langdst01,Steve Langdon,LW,1953-12-23,Left,5-11,180,175,Toronto,Ontario,ca
langepe01,Pete Langelle,C,1917-11-04,Left,5-11,180,170,Winnipeg,Manitoba,ca
langeja01,Jamie Langenbrunner,RW,1975-07-24,Right,6-1,185,205,Cloquet,Minnesota,us
langema01,Mason Langenbrunner,D,2002-09-14,Right,6-2,188,166,Dallas,Texas,us
langech01,Chris Langevin,LW,1959-11-28,Left,6-0,183,190,Montreal,Quebec,ca
langeda01,Dave Langevin,D,1954-05-15,Left,6-2,188,200,,,
langfjo01,Josh Langfeld,RW,1977-07-17,Right,6-3,190,216,Fridley,Minnesota,us
langhma01,Marek Langhamer,G,1994-07-22,,6-2,188,190,,,
langkda01,Daymond Langkow,C,1976-09-27,Left,5-10,178,181,Edmonton,Alberta,ca
langksc01,Scott Langkow,G,1975-04-21,,5-11,180,190,,,
langlal02,Alain Langlais,LW,1950-10-09,Left,5-10,178,175,Chicoutimi,Quebec,ca
langlal01,Albert Langlois,D,1934-11-06,Left,6-0,183,205,Magog,Quebec,ca
langlch01,Charlie Langlois,RW/D,1894-08-25,Right,6-0,183,210,Lotbiniere,Quebec,ca
langwro01,Rod Langway,D,1957-05-03,Left,6-3,190,218,Maag,Taiwan,tw
lankje01,Jeff Lank,D,1975-03-01,Left,6-3,190,205,,,
lankike01,Kevin Lankinen,G,1995-04-28,,6-2,188,185,,,
lannory01,Ryan Lannon,D,1982-12-14,,,,,,,
lanthje01,Jean-Marc Lanthier,RW,1963-03-27,Right,6-2,188,195,Montreal,Quebec,ca
lanyote01,Ted Lanyon,D,1939-06-11,Right,5-11,180,175,Winnipeg,Manitoba,ca
lanzri01,Rick Lanz,D,1961-09-16,Right,6-2,188,203,,,
laperda01,Daniel Laperriere,D,1969-03-28,Left,6-1,185,195,Laval,Quebec,ca
laperia01,Ian Laperriere,RW,1974-01-19,Right,6-1,185,200,Montreal,Quebec,ca
laperja01,Jacques Laperriere,D,1941-11-22,Left,6-2,188,190,Rouyn,Quebec,ca
lapieca01,Camille Lapierre,D,1951-02-08,Left,5-10,178,160,Chicoutimi,Quebec,ca
lapiehe01,Hendrix Lapierre,C,2002-02-09,Left,6-0,183,181,Gatineau,Quebec,ca
lapiema01,Maxim Lapierre,C,1985-03-29,Right,6-2,188,215,,,
laplada01,Darryl Laplante,C,1977-03-28,Left,6-0,183,198,Calgary,Alberta,ca
laplapa01,Pavel Laplante,C,1995-04-23,,,,,,,
laplase01,Sebastien Laplante,G,1981-01-06,,,,,,,
lapoide01,Derrick Lapoint,D,1988-05-13,,,,,,,
lapoicl01,Claude Lapointe,LW/C,1968-10-11,Left,5-9,175,188,Lachine,Quebec,ca
lapoigu01,Guy Lapointe,D,1948-03-18,Left,6-0,183,205,Montreal,Quebec,ca
lapoima01,Martin Lapointe,RW,1973-09-12,Right,5-11,180,215,,,
lapoino01,Normand Lapointe,G,1955-08-13,,6-2,188,175,Laval,Quebec,ca
lapoiri01,Rick Lapointe,D,1955-08-02,Left,6-2,188,200,,,
lappare01,Reijo Lappanen,,,,,,,,,
lappini01,Nick Lappin,RW,1992-11-01,Right,6-1,185,175,Geneva,Illinois,us
lappipe01,Peter Lappin,RW,1965-12-31,Right,5-11,180,180,,,
lapraed01,Edgar Laprade,C,1919-10-10,Right,5-8,173,160,,,
laprabe01,Benjamin LaPrairie,D,1911-10-20,Right,5-10,178,160,,,
laraqge01,Georges Laraque,RW,1976-12-07,Right,6-3,190,253,Montreal,Quebec,ca
larioig01,Igor Larionov,C,1960-12-03,Left,5-9,175,170,Voskresensk,USSR,su
larivga01,Garry Lariviere,D,1954-12-06,Right,6-0,183,190,,,
larkidy01,Dylan Larkin,C,1996-07-30,Left,6-1,185,198,Waterford,Michigan,us
larkith01,Thomas Larkin,D,1990-12-31,,6-5,196,221,,,
larmadr01,Drew Larman,C,1985-05-15,Right,6-3,190,195,Canton,Michigan,us
larmeje01,Jeff Larmer,LW,1962-11-10,Left,5-10,178,175,Peterborough,Ontario,ca
larmest01,Steve Larmer,RW,1961-06-16,Left,5-11,180,195,Peterborough,Ontario,ca
larmiem01,Emil Larmi,G,1996-09-28,,6-0,183,185,Lahti,Finland,fi
larocwi01,Wildor Larochelle,RW,1906-09-23,Right,5-8,173,158,Sorel,Quebec,ca
larocde01,Denis Larocque,D,1967-10-05,Left,6-1,185,195,Hawkesbury,Ontario,ca
larocma01,Mario Larocque,D,1978-04-24,Left,6-4,193,218,Montreal,Quebec,ca
larocmi01,Michel Larocque,G,1952-04-06,,5-10,178,200,Hull,Quebec,ca
larocmi02,Michel Larocque,G,1976-10-03,,5-11,180,200,Lahr,Germany,de
larosbo01,Bonner Larose,LW,1901-02-14,Left,5-8,173,170,Ottawa,Ontario,ca
larosch01,Chad Larose,RW,1982-03-27,Right,5-10,178,181,Fraser,Michigan,us
laroscl01,Claude Larose,RW,1942-03-02,Right,6-0,183,180,Hearst,Ontario,ca
laroscl02,Claude Larose,LW,1955-05-17,Left,5-10,178,175,,,
larosco01,Cory Larose,C,1975-05-14,Left,6-0,183,191,,,
larosgu01,Guy Larose,C,1967-08-31,Left,5-9,175,180,Hull,Quebec,ca
larospa01,Paul Larose,RW,1950-01-11,Right,5-8,173,160,Noranda,Quebec,ca
larosra01,Ray Larose,D,1941-11-20,Left,6-0,183,184,Waterloo,Quebec,ca
laroupi01,Pierre Larouche,C,1955-11-16,Right,5-11,180,175,Taschereau,Quebec,ca
laroust01,Steve Larouche,C,1971-04-14,Right,6-0,183,180,Rouyn,Quebec,ca
larraza01,Zac Larraza,LW,1993-02-25,,,,,,,
larsebr01,Brad Larsen,LW,1977-06-28,Left,6-0,183,210,,,
larseph01,Philip Larsen,D,1989-12-07,Right,6-1,185,185,Esbjerg,Denmark,dk
larsoni02,Nicholas Larson,LW,1989-11-14,,,,,,,
larsoni01,Nick Larson,C,1989-01-16,,,,,,,
larsono01,Norm Larson,RW,1920-10-13,Right,6-0,183,175,,,
larsore01,Reed Larson,D,1956-07-30,Right,6-0,183,195,Minneapolis,Minnesota,us
larssad01,Adam Larsson,D,1992-11-12,Right,6-3,190,208,Skelleftea,Sweden,se
larsscu01,Curt Larsson,G,1944-12-11,,5-11,180,171,Nykoping,Sweden,se
larssda01,Daniel Larsson,G,1986-02-07,,,,,,,
larssfi01,Filip Larsson,G,1998-08-17,,,,,,,
larssfr01,Fredric Larsson,D,1994-07-04,,,,,,,
larssja01,Jacob Larsson,D,1997-04-29,Left,6-2,188,197,Ljungby,Sweden,se
larssjo01,Johan Larsson,LW,,,5-10,178,200,,,
larssjo02,Johan Larsson,LW/C,1992-07-25,Left,5-11,180,198,Lau,Sweden,se
lartety01,Tyler Larter,C,1968-03-12,Left,5-10,178,185,,,
larwado01,Don Larway,RW,1954-02-02,Right,6-1,185,192,,,
lasakja01,Jan Lasak,G,1979-04-10,,6-1,185,200,Zvolen,Czechoslovakia,cs
lascest01,Stanislav Lascek,RW,1986-01-17,,,,,,,
lashobr01,Brian Lashoff,D,1990-07-16,Left,6-3,190,220,,,
lashoma01,Matt Lashoff,D,1986-09-29,Left,6-2,188,204,,,
laskoga01,Gary Laskoski,G,1959-06-06,,6-1,185,175,Ottawa,Ontario,ca
lassite01,Teemu Lassila,G,1983-03-26,,,,,,,
lasuni01,Nicklas Lasu,LW,1989-09-16,,,,,,,
latalji01,Jiri Latal,D,1967-02-02,Left,6-0,183,190,Olomouc,Czechoslovakia,cs
latalma01,Martin Latal,RW,1988-03-17,,,,,,,
latengu01,Guillaume Latendresse,LW,1987-05-24,Left,6-2,188,230,,,
latosja01,James Latos,RW,1966-01-04,Right,6-1,185,200,Wakaw,Saskatchewan,ca
latreph01,Phil Latreille,C/RW,1938-04-22,Right,5-10,178,185,Montreal,Quebec,ca
lattada01,David Latta,LW,1967-01-03,Left,6-1,185,190,,,
lattami01,Michael Latta,C,1991-05-25,Right,6-0,183,207,,,
laudema01,Martin Lauder,D/C,1907-01-26,Left,5-6,168,165,Durham,Ontario,ca
lauenmi01,Mike Lauen,RW,1961-02-09,Right,6-1,185,185,Edina,Minnesota,us
lauerbr01,Brad Lauer,LW,1966-10-27,Left,6-0,183,195,Humboldt,Saskatchewan,ca
laughcr01,Craig Laughlin,RW,1957-09-14,Right,6-0,183,190,Toronto,Ontario,ca
laughmi01,Mike Laughton,C,1944-02-21,Left,6-2,188,185,,,
laughsc01,Scott Laughton,C,1994-05-30,Left,6-1,185,190,Oakville,Ontario,ca
laukkja01,Janne Laukkanen,D,1970-03-19,Left,6-0,183,196,Lahti,Finland,fi
laukoja01,Jakub Lauko,C,2000-03-28,Left,6-0,183,169,,,
lauredo01,Don Laurence,C,1957-06-27,Right,5-9,175,175,Galt,Ontario,ca
lauriol01,Oliver Lauridsen,D,1989-03-24,,6-6,198,220,Gentofte,Denmark,dk
lauspa01,Paul Laus,D,1970-09-26,Right,6-1,185,215,Beamsville,Ontario,ca
lauzoje01,Jeremy Lauzon,D,1997-04-28,Left,6-1,185,204,,,
lauzoza01,Zachary Lauzon,D,1998-10-10,Left,6-0,183,187,,,
lavalke01,Kevin LaVallee,LW,1961-09-16,Left,5-8,173,180,Sudbury,Ontario,ca
lavarma01,Mark LaVarre,RW,1965-02-21,Right,5-11,180,170,Evanston,Illinois,us
lavenbr01,Brian Lavender,LW,1947-04-20,Left,6-0,183,174,Edmonton,Alberta,ca
laviger01,Eric Lavigne,D,1972-11-04,Left,6-3,190,195,Victoriaville,Quebec,ca
lavinjo01,Joe Lavin,D,1989-07-17,,,,,,,
lavioja01,Jack Laviolette,D/W,1879-07-17,Right,5-11,180,170,Belleville,Ontario,ca
laviope01,Peter Laviolette,D,1964-12-07,Left,6-2,188,200,Norwood,Massachusetts,us
lavoido01,Dominic Lavoie,D,1967-11-21,Right,6-2,188,205,Montreal,Quebec,ca
lavoira01,Raphael Lavoie,C,2000-09-25,Right,6-4,193,199,Chambly,Quebec,ca
lavrean01,Anton Lavrentiev,D,1983-08-25,,,,,,,
lavrevl01,Vladimir Lavrentiev,RW,,,,,,,,
lawki01,Kirby Law,RW,1977-03-11,Right,6-1,185,185,McCreary,Manitoba,ca
lawlepa01,Paul Lawless,LW,1964-07-02,Left,5-11,180,185,Scarborough,Ontario,ca
lawrech01,Chris Lawrence,C,1987-02-05,,,,,,,
lawrema01,Mark Lawrence,RW,1972-01-27,Right,6-4,193,215,Burlington,Ontario,ca
lawsoda01,Danny Lawson,RW,1947-10-30,Right,5-11,180,180,Toronto,Ontario,ca
lawsoky01,Kyle Lawson,D,1987-01-11,,,,,,,
lawsona01,Nathan Lawson,G,1983-09-29,,6-2,188,203,Calgary,Alberta,ca
lawtobr01,Brian Lawton,LW,1965-06-29,Left,6-0,183,180,,,
laxdade01,Derek Laxdal,RW,1966-02-21,Right,6-1,185,175,,,
laxtogo01,Gord Laxton,G,1955-03-16,,5-10,178,195,Montreal,Quebec,ca
laycoha01,Hal Laycoe,D,1922-06-23,Left,6-2,188,185,Sutherland,Saskatchewan,ca
lazarcu01,Curtis Lazar,C/RW,1995-02-02,Right,6-0,183,205,,,
lazarje01,Jeff Lazaro,LW,1968-03-21,Left,5-10,178,180,Waltham,Massachusetts,us
leachja01,Jamie Leach,RW,1969-08-25,Right,6-1,185,205,Winnipeg,Manitoba,ca
leachja02,Jay Leach,D,1979-09-02,Left,6-5,196,220,,,
leachjo01,Joey Leach,D,1992-01-29,Left,6-4,193,200,Wadena,Saskatchewan,ca
leachla01,Larry Leach,C,1936-06-18,Left,6-2,188,175,Lloydminster,Saskatchewan,ca
leachre01,Reggie Leach,RW,1950-04-23,Right,6-0,183,180,Riverton,Manitoba,ca
leachst01,Stephen Leach,RW,1966-01-16,Right,5-11,180,197,Cambridge,Massachusetts,us
leahypa01,Patrick Leahy,RW,1979-06-09,Right,6-3,190,200,Brighton,Massachusetts,us
leasobr01,Brett Leason,RW,1999-04-30,Right,6-5,196,210,Calgary,Alberta,ca
leaviji01,Jim Leavins,D,1960-07-28,Left,5-11,180,185,Dinsmore,Saskatchewan,ca
lebdabr01,Brett Lebda,D,1982-01-15,Left,5-9,175,195,,,
lebeapa01,Patrick Lebeau,LW,1970-03-17,Left,5-10,178,172,,,
lebeast01,Stephan Lebeau,C,1968-02-28,Right,5-10,178,173,,,
leblach01,Chris Leblanc,RW,1993-09-12,,,,,,,
lebladr01,Drew LeBlanc,C,1989-06-29,,6-0,183,195,Duluth,Minnesota,us
leblafe01,Fern LeBlanc,C,1956-01-12,Left,5-9,175,170,Gaspesie,Quebec,ca
leblajp01,J.P. LeBlanc,C,1946-10-20,Left,5-10,178,170,,,
leblajo01,John LeBlanc,RW,1964-01-21,Left,6-1,185,190,,,
leblalo01,Louis Leblanc,C,1991-01-26,Right,6-0,183,178,,,
leblaol01,Olivier Leblanc,D,1996-02-17,Left,6-0,183,157,Quebec,Quebec,ca
leblape01,Peter LeBlanc,C,1988-02-03,,5-11,180,200,,,
leblara01,Ray LeBlanc,G,1964-10-24,,5-10,178,170,Fitchburg,Massachusetts,us
leblaro01,Robin Leblanc,RW,1983-01-11,,,,,,,
leboupe01,Peter LeBoutillier,RW,1975-01-11,Right,6-1,185,190,Minnedosa,Manitoba,ca
lebrual01,Al LeBrun,D,1940-12-01,Right,6-0,183,185,Timmins,Ontario,ca
lecaibi01,Bill Lecaine,LW,1940-03-11,Right,6-0,183,172,,,
lecavvi01,Vincent Lecavalier,C,1980-04-21,Left,6-4,193,215,,,
leclaja01,Jackie Leclair,C,1929-05-30,Left,5-10,178,150,,,
leclajo01,John LeClair,LW,1969-07-05,Left,6-3,190,226,,,
leclapa01,Pascal Leclaire,G,1982-11-07,,6-2,188,202,Repentigny,Quebec,ca
leclemi01,Mike Leclerc,LW,1976-11-10,Left,6-2,188,208,Winnipeg,Manitoba,ca
leclere01,Rene Leclerc,RW,1947-11-12,Right,5-11,180,165,Vanier,Quebec,ca
lecuydo01,Doug Lecuyer,LW,1958-03-10,Left,5-9,175,180,Wainwright,Alberta,ca
leddyni01,Nick Leddy,D,1991-03-20,Left,6-0,183,207,,,
ledinpe01,Per Ledin,LW,1978-09-14,Left,6-0,183,194,Lulea,Sweden,se
ledinwa01,Walt Ledingham,LW,1950-10-26,Left,5-11,180,180,Weyburn,Saskatchewan,ca
leducal01,Albert Leduc,D,1902-11-22,Right,5-9,175,180,Valleyfield,Quebec,ca
leducbo01,Bob Leduc,C/LW,1944-05-24,Left,5-10,178,185,Sudbury,Ontario,ca
leduclo01,Loic Leduc,D,1994-06-14,Right,6-7,201,222,Mercier,Quebec,ca
leducri01,Rich LeDuc,C,1951-08-24,Left,5-11,180,170,,,
ledyagr01,Grant Ledyard,D,1961-11-19,Left,6-2,188,195,Winnipeg,Manitoba,ca
leean01,Anders Lee,LW,1990-07-03,Left,6-3,190,235,Edina,Minnesota,us
leean02,Andre Lee,LW,2000-07-26,Left,6-4,193,206,Karlstad,Sweden,se
leebo01,Bobby Lee,C,1911-12-28,Left,5-10,178,165,Verdun,Quebec,ca
leebr01,Brian Lee,D,1987-03-26,Right,6-3,190,200,Moorhead,Minnesota,us
leeca01,Carter Lee,RW,1984-07-02,,,,,,,
leeed01,Edward Lee,RW,1961-12-17,Right,6-2,188,180,,,
leejo01,John Lee,D,1989-01-16,,,,,,,
leemi01,Mike Lee,G,1990-10-05,,,,,,,
leepe01,Peter Lee,RW,1956-01-02,Right,5-9,175,180,,,
leebbr01,Brad Leeb,RW,1979-08-27,Right,5-11,180,187,,,
leebgr01,Greg Leeb,C,1977-05-31,Left,5-9,175,165,,,
leemaga01,Gary Leeman,RW,1964-02-19,Right,5-11,180,175,Toronto,Ontario,ca
leetcbr01,Brian Leetch,D,1968-03-03,Left,6-0,183,185,,,
lefebgu01,Guillaume Lefebvre,LW,1981-05-07,Left,6-1,185,202,Amos,Quebec,ca
lefebpa01,Patrice Lefebvre,RW,1967-06-28,Left,5-6,168,160,Montreal,Quebec,ca
lefebsy01,Sylvain Lefebvre,D,1967-10-14,Left,6-2,188,205,Richmond,Quebec,ca
lefflbr01,Brett Leffler,RW,1989-05-19,,,,,,,
leflebr01,Bryan Lefley,D/LW,1948-10-18,Left,6-0,183,195,,,
leflech01,Chuck Lefley,LW,1950-01-20,Left,6-2,188,185,Winnipeg,Manitoba,ca
legacma01,Manny Legace,G,1973-02-04,,5-10,178,200,Toronto,Ontario,ca
legarna01,Nathan Legare,RW,2001-01-11,Right,6-0,183,205,Montreal,Canada,ca
legauma01,Maxime Legault,RW,1989-03-28,,,,,,,
legauol01,Olivier Legault,LW,1986-10-02,,,,,,,
legeist01,Stefan Legein,RW,1988-11-24,,,,,,,
legerro01,Roger Leger,D,1919-03-26,Right,5-11,180,200,,,
leggeba01,Barry Legge,D,1954-10-22,Left,6-0,183,186,Winnipeg,Manitoba,ca
leggera01,Randy Legge,D,1945-12-16,Right,5-11,180,184,Newmarket,Ontario,ca
legricl01,Claude Legris,G,1956-11-06,,5-9,175,160,Verdun,Quebec,ca
legueja01,Jacob Leguerrier,D,2000-11-22,Left,6-1,185,200,Ottawa,Ontario,ca
legwada01,David Legwand,C,1980-08-17,Left,6-2,188,207,Detroit,Michigan,us
lehkoar01,Artturi Lehkonen,LW,1995-07-04,Left,6-0,183,177,Piikkio,Finland,fi
lehmahu01,Hugh Lehman,G,1885-10-27,,5-8,173,168,Pembroke,Ontario,ca
lehmasc01,Scott Lehman,D,1986-01-06,Left,6-1,185,194,,,
lehmato01,Tommy Lehman,C,1964-02-03,Left,6-1,185,185,Stockholm,Sweden,se
lehnero01,Robin Lehner,G,1991-07-24,,6-4,193,240,Gothenburg,Sweden,se
lehouya01,Yanick Lehoux,C,1982-04-08,Right,6-1,185,200,Montreal,Quebec,ca
lehtejo01,Jori Lehtera,C,1987-12-23,Left,6-2,188,212,Helsinki,Finland,fi
lehtije01,Jere Lehtinen,RW,1973-06-24,Right,6-0,183,194,Espoo,Finland,fi
lehtijo01,Joonas Lehtivuori,D,1988-07-19,,,,,,,
lehtope01,Petteri Lehto,D,1961-03-13,Left,6-0,183,175,Turku,Finland,fi
lehtoan01,Antero Lehtonen,LW,1954-04-12,Left,6-0,183,185,Tampere,Finland,fi
lehtoka01,Kari Lehtonen,G,1983-11-16,,6-4,193,209,Helsinki,Finland,fi
lehtomi01,Mikko Lehtonen,D,1978-06-12,Left,6-1,185,194,Oulu,Finland,fi
lehtomi02,Mikko Lehtonen,RW,1987-04-01,Right,6-3,190,196,Espoo,Finland,fi
